"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","Severity","CVSSv2","Build Coordinates","CPE Confidence","Evidence Count"
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2011-5062,,"The HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.34, 6.x before 6.0.33, and 7.x before 7.0.12 does not check qop values, which might allow remote attackers to bypass intended integrity-protection requirements via a qop=auth value, a different vulnerability than CVE-2011-1184.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2011-5063,,"The HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.34, 6.x before 6.0.33, and 7.x before 7.0.12 does not check realm values, which might allow remote attackers to bypass intended access restrictions by leveraging the availability of a protection space with weaker authentication or authorization requirements, a different vulnerability than CVE-2011-1184.",NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2011-5064,,"DigestAuthenticator.java in the HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.34, 6.x before 6.0.33, and 7.x before 7.0.12 uses Catalina as the hard-coded server secret (aka private key), which makes it easier for remote attackers to bypass cryptographic protection mechanisms by leveraging knowledge of this string, a different vulnerability than CVE-2011-1184.",NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-0022,,"Apache Tomcat 5.5.x before 5.5.35, 6.x before 6.0.34, and 7.x before 7.0.23 uses an inefficient approach for handling parameters, which allows remote attackers to cause a denial of service (CPU consumption) via a request that contains many parameters and parameter values, a different vulnerability than CVE-2011-4858.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-2733,,"java/org/apache/coyote/http11/InternalNioInputBuffer.java in the HTTP NIO connector in Apache Tomcat 6.x before 6.0.36 and 7.x before 7.0.28 does not properly restrict the request-header size, which allows remote attackers to cause a denial of service (memory consumption) via a large amount of header data.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-3544,,"Apache Tomcat 6.x before 6.0.37 and 7.x before 7.0.30 does not properly handle chunk extensions in chunked transfer coding, which allows remote attackers to cause a denial of service by streaming data.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-3546,,"org/apache/catalina/realm/RealmBase.java in Apache Tomcat 6.x before 6.0.36 and 7.x before 7.0.30, when FORM authentication is used, allows remote attackers to bypass security-constraint checks by leveraging a previous setUserPrincipal call and then placing /j_security_check at the end of a URI.",NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-4431,,org/apache/catalina/filters/CsrfPreventionFilter.java in Apache Tomcat 6.x before 6.0.36 and 7.x before 7.0.32 allows remote attackers to bypass the cross-site request forgery (CSRF) protection mechanism via a request that lacks a session identifier.,NVD,"Medium",4.3,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-4534,,"org/apache/tomcat/util/net/NioEndpoint.java in Apache Tomcat 6.x before 6.0.36 and 7.x before 7.0.28, when the NIO connector is used in conjunction with sendfile and HTTPS, allows remote attackers to cause a denial of service (infinite loop) by terminating the connection during the reading of a response.",NVD,"Low",2.6,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-5568,,"Apache Tomcat through 7.0.x allows remote attackers to cause a denial of service (daemon outage) via partial HTTP requests, as demonstrated by Slowloris.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-5885,,"The replay-countermeasure functionality in the HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.36, 6.x before 6.0.36, and 7.x before 7.0.30 tracks cnonce (aka client nonce) values instead of nonce (aka server nonce) and nc (aka nonce-count) values, which makes it easier for remote attackers to bypass intended access restrictions by sniffing the network for valid requests, a different vulnerability than CVE-2011-1184.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
fooworld Maven Webapp,"十一月 1, 2018 at 16:23:29 +08:00",tomcat-api-7.0.2.jar,C:\Users\zheng\.m2\repository\org\apache\tomcat\tomcat-api\7.0.2\tomcat-api-7.0.2.jar,Definition of interfaces shared by Catalina and Jasper,,7f14424f7b21ad0d8c43fdb0a2e349b8,fca5c24f3cc184dfd55a0855ecb54c8a988b00e5,org.apache.tomcat:tomcat-api:7.0.2,"cpe:/a:apache_software_foundation:tomcat:7.0.2, cpe:/a:apache_tomcat:apache_tomcat:7.0.2, cpe:/a:apache:tomcat:7.0.2",CVE-2012-5886,,"The HTTP Digest Access Authentication implementation in Apache Tomcat 5.5.x before 5.5.36, 6.x before 6.0.36, and 7.x before 7.0.30 caches information about the authenticated user within the session state, which makes it easier for remote attackers to bypass authentication via vectors related to the session ID.",NVD,"Medium",5.0,org.apache.tomcat:tomcat-api:7.0.2,"LOW, LOW, HIGHEST",16
